row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
146,444e33d5e571a4670ad80fafe37bd7815bf15e6508ef8a9ddb58024895c42f51,"A 45-year-old woman presents to her physician with an 8-month history of gradually increasing limb weakness. She first noticed difficulty climbing stairs, then problems rising from chairs, walking more than half a block, and, finally, lifting her arms above shoulder level. Aside from some difficulty swallowing, she has no ocular, bulbar, or sphincter problems and no sensory complaints. Family history is negative for neurological disease. Examination reveals significant proximal limb and neck muscle weakness with minimal atrophy, normal sensory findings, and intact deep tendon reflexes. Which of the following is the most likely diagnosis in this patient?",Cervical myelopathy,Limb-girdle muscular dystrophy,Myasthenia gravis,Mononeuropathy multiplex,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's progressive proximal muscle weakness, minimal atrophy, and lack of sensory symptoms or signs point towards a myopathic process. Limb-girdle muscular dystrophy is a likely diagnosis given the pattern of weakness and the absence of significant atrophy or sensory findings.""
}",B,,0.9,"The patient's progressive proximal muscle weakness, minimal atrophy, and lack of sensory symptoms or signs point towards a myopathic process. Limb-girdle muscular dystrophy is a likely diagnosis given the pattern of weakness and the absence of significant atrophy or sensory findings."
147,7fefafc47fe5cacc98db41a91fb501c6a4708c272a57418678a8346f4caf9e32,A 21 year old woman presents with a two ay history of sore throat and dysphagia. On examination she is pyrexial with hallitosis and cervical lymohadenopathy. What is the likely causative organism for her condition,Epstein-barr virus,corynebacterium diphteriae,rotavirus,neiserria gonorrhoea,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of sore throat, dysphagia, pyrexia, halitosis, and cervical lymphadenopathy are suggestive of infectious mononucleosis, which is commonly caused by Epstein-Barr virus.""
}",A,,0.8,"The patient's symptoms of sore throat, dysphagia, pyrexia, halitosis, and cervical lymphadenopathy are suggestive of infectious mononucleosis, which is commonly caused by Epstein-Barr virus."
148,868c8bc2f86d16642d6cd7df02e95b97a5a5a534310dddff34596cc55b154a78,57. A 19-year-old girl has a lump in the upper medial quadrant of the left breast for 6 months. The mass has not changed in size. There are no other symptoms. You find on palpation a 3.5 cm discrete benign lump. No other abnormal physical findings are found. The breast ultrasound made an impression of a benign lump. Which of the following treatment options is the most appropriate for this patient?,a.Active observation,Quandrantectomy,c.Excisional biopsy,d.Wide local Excision.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is young with a discrete benign lump on palpation and ultrasound impression of benignity, but given the size (3.5 cm) and duration (6 months), excisional biopsy is recommended for definitive diagnosis and to alleviate potential anxiety.""
}",C,,0.9,"The patient is young with a discrete benign lump on palpation and ultrasound impression of benignity, but given the size (3.5 cm) and duration (6 months), excisional biopsy is recommended for definitive diagnosis and to alleviate potential anxiety."
149,00fd74cf5f9b5da039bc6e860766fbcb882f79e9bda99b394fcff26e81e39efb,"A 85-year old male patient presents to the emergency department with complaints of severe colicky abdominal pain, vomiting and absolute constipation. Examination reveals a distended tympanic abdomen. Plain abdominal radiograph shows a grossly dilated large bowel arising from the left lower quadrant. The most likely diagnosis in this patient is",Perforated duodenal ulcer,Gastric cancer,Paralytic ileus,Acute pancreatitis,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The symptoms and radiograph findings suggest a sigmoid volvulus, which is not among the given options.""
}",,NO_VALID_OPTION,0.0,"The symptoms and radiograph findings suggest a sigmoid volvulus, which is not among the given options."
150,3037376c0d8ed315290e97893c84d4b390b846de7a42b3a9c7c28452eb5d147a,A 72-year-old woman is admitted to the burn unit with second-and third-degree burns covering 35% of her body which she suffered in a house fire. At 8 pm on the fourth day she pulls out her intravenous line and begins screaming that people are out to hurt her. Several hours later she is found to be difficult to arouse and is disoriented. Which of the following is the MOST LIKELY diagnosis?,Acute stress disorder,Delirium,Acute manic episode,Brief reactive psychosis,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's disorientation and difficulty arousing, following a period of agitation and pulling out her IV line, are characteristic of delirium, a condition often seen in ICU settings due to various factors like medication, infection, or withdrawal.""
}",B,,0.9,"The patient's disorientation and difficulty arousing, following a period of agitation and pulling out her IV line, are characteristic of delirium, a condition often seen in ICU settings due to various factors like medication, infection, or withdrawal."
151,aa7b042cc60b1386f31805228050863ca9aab980b65eb59591a858e9a0a4928d,"A 55-year-old male complains of slurred speech and some difficulty swallowing. When he sticks his tongue out, there are fasciculations on the right side of the tongue, and the tip deviates to the right. Pathology or injury of which of the following cranial nerves is most likely responsible for his symptoms?",. Glossopharyngeal nerve (CN IX),Vagus nerve (CN X),Spinal Accessory nerve (CN XI),. Facial nerve (CN VII),"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The symptoms described point towards a problem with the hypoglossal nerve (CN XII), which is not listed among the options.""
}",,NO_VALID_OPTION,0.0,"The symptoms described point towards a problem with the hypoglossal nerve (CN XII), which is not listed among the options."
152,1a7cf0d8ae8b5e6388e73651e03aaefcabfa73180784a246cf892fcc38d814aa,A 29-year-old Caucasian woman presented to her GP at 37 weeks' gestation with a chickenpox rash during winter season. She was prescribed oral acyclovir for 7 days but was warned to report back if unwell. Three days later she presents to the emergency department with severe shortness of breath. What is the likely diagnosis in her case?,Exacerbation of her past tuberculosis,Bronchitis due to allergy to pollen,Drug-induced adult respiratory distress syndrome,Community-acquired pneumonia,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is pregnant, recently developed chickenpox, and presents with severe shortness of breath. Varicella pneumonia is a known complication of chickenpox in adults, especially in pregnant women, and is a form of community-acquired pneumonia.""
}",D,,0.9,"The patient is pregnant, recently developed chickenpox, and presents with severe shortness of breath. Varicella pneumonia is a known complication of chickenpox in adults, especially in pregnant women, and is a form of community-acquired pneumonia."
153,1d29995a559ab5ae4fa06ee36118174156c171282ca2f24406cdd612d7cccfca,"55. A 15-month-old girl was admitted with history of persistent crying, vomiting and passage of red mucus-like stools of few hours’ duration. Upon examination a sausage like mass was felt in the abdomen. What is the most likely diagnosis?",a.Infantile pyloric stenosis,Intussusception,c.Hirschsprung disease,d.Meconium plug,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms of persistent crying, vomiting, passage of red mucus-like stools, and a sausage-like mass felt in the abdomen are classic for intussusception, a condition where one part of the intestine telescopes into another.""
}",B,,0.9,"The symptoms of persistent crying, vomiting, passage of red mucus-like stools, and a sausage-like mass felt in the abdomen are classic for intussusception, a condition where one part of the intestine telescopes into another."
154,bbbd8acf5cb329df70ea91798c44b5615898d438d0403ed7e58c288efc694904,"A 24 year old G 1 P 0 presented at 30 weeks with history of rupture of
             membranes but no contractions. Which of the following procedures 
              should be avoided in this patient?",Speculum examination,Digital vaginal examination,High vaginal swab,Cardiotocography,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Digital vaginal examination can introduce infection and is generally avoided in cases of premature rupture of membranes until the decision to deliver has been made.""
}",B,,0.9,Digital vaginal examination can introduce infection and is generally avoided in cases of premature rupture of membranes until the decision to deliver has been made.
155,876475fb861aae8604f266cefb58c9139df83f9f7ef32099f0245d9ba33f8597,"42)	A 6-year-old child is hospitalized for observation because of a short period of unconsciousness after a fall from a playground swing. He has developed unilateral pupillary dilatation, focal seizures, recurrence of depressed consciousness, and hemiplegia. Which of the following is the most appropriate management at this time?",Spinal tap,CT scan,Rapid fluid hydration,Naloxone,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's symptoms suggest an evolving epidural hematoma, and a CT scan is the most appropriate diagnostic test to confirm this condition.""
}",B,,0.9,"The child's symptoms suggest an evolving epidural hematoma, and a CT scan is the most appropriate diagnostic test to confirm this condition."
156,68f20f5ad44d2e02e206e8575f0a9c55e7a3207e4d8b49133e3a8edb306b4d60,"A 45-year-old gravida 2, para 2 is undergoing a vaginal hysterectomy for abnormal uterine bleeding unresponsive to conservative management. The surgery is begun and the posterior cul-de-sac is entered. While attempting to enter the anterior cul-de-sac, clear fluid emerges;the best way to rule out a bladder injury is by",Convert to laparotomy,Administer intravenous indigo carmine and perform cystoscopy,Fill the bladder retrograde with methylene blue or dilute indigo carmine dye,Fill the bladder retrograde with methylene blue or dilute indigo carmine dye,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Filling the bladder retrograde with methylene blue or dilute indigo carmine dye is a direct method to check for bladder injury by visualizing any leakage of the dye into the surgical site.""
}",C,,0.9,Filling the bladder retrograde with methylene blue or dilute indigo carmine dye is a direct method to check for bladder injury by visualizing any leakage of the dye into the surgical site.
